movieId,clean_title,genres
2197,Firelight ,Drama
2198,Modulations ,Documentary
2199,Phoenix ,Crime|Drama
2200,Under Capricorn ,Drama
2201,Paradine Case The ,Drama
2202,Lifeboat ,Drama|War
2203,Shadow of a Doubt ,Crime|Drama|Thriller
2204,Saboteur ,Mystery|Thriller
2205,Mr  Mrs Smith ,Comedy|Romance
2206,Suspicion ,Film-Noir|Mystery|Thriller
2207,Jamaica Inn ,Drama
2208,Lady Vanishes The ,Drama|Mystery|Thriller
2209,Young and Innocent ,Crime|Thriller
2210,Sabotage ,Thriller
2211,Secret Agent ,Thriller
2212,Man Who Knew Too Much The ,Drama|Thriller
2213,Waltzes from Vienna ,Comedy|Musical
2214,Number Seventeen aka Number  ,Thriller
2215,Rich and Strange ,Comedy|Romance
2216,Skin Game The ,Drama
2217,Elstree Calling ,Comedy|Musical
2218,Juno and the Paycock ,Drama
2219,Murder ,Mystery|Thriller
2220,Manxman The ,Drama
2221,Blackmail ,Drama|Thriller
2222,Champagne ,Comedy
2223,Farmers Wife The ,Comedy
2224,Downhill ,Drama
2225,Easy Virtue ,Drama
2226,Ring The ,Drama
2227,Lodger A Story of the London Fog The ,Crime|Drama|Thriller
2229,Pleasure Garden The ,Drama
2230,Always Tell Your Wife ,Comedy
2231,Rounders ,Drama
2232,Cube ,Horror|Mystery|Sci-Fi|Thriller
2233,Digging to China ,Drama
2234,Lets Talk About Sex ,Drama
2235,One Mans Hero ,Drama|War
2236,Simon Birch ,Drama
2237,Without Limits ,Drama
2238,Seven Beauties Pasqualino Settebellezze ,Comedy|Drama
2239,Swept Away Travolti da un insolito destino nellazzurro mare dAgosto ,Comedy|Drama
2240,My Bodyguard ,Drama
2241,Class ,Comedy
2242,Grandview USA ,Drama
2243,Broadcast News ,Comedy|Drama|Romance
2244,Allnighter The ,Comedy|Romance
2245,Working Girl ,Comedy|Drama|Romance
2246,Stars and Bars ,Action|Comedy|Romance
2247,Married to the Mob ,Comedy
2248,Say Anything ,Comedy|Drama|Romance
2249,My Blue Heaven ,Comedy
2250,Men Dont Leave ,Drama
2251,Cabinet of Dr Ramirez The ,Comedy
2252,Hero ,Comedy|Drama
2253,Toys ,Comedy|Fantasy
2254,Choices ,Drama
2255,Young Doctors in Love ,Comedy
2256,Parasite ,Horror|Sci-Fi
2257,No Small Affair ,Comedy|Romance
2258,Master The ,Action
2259,Blame It on Rio ,Comedy|Romance
2260,Wisdom ,Crime|Drama
2261,One Crazy Summer ,Comedy
2262,About Last Night ,Comedy|Drama|Romance
2263,Seventh Sign The ,Drama|Fantasy|Thriller
2264,Were No Angels ,Comedy|Crime
2265,Nothing But Trouble ,Adventure|Comedy
2266,Butchers Wife The ,Comedy|Romance
2267,Mortal Thoughts ,Mystery|Thriller
2268,Few Good Men A ,Crime|Drama|Thriller
2269,Indecent Proposal ,Drama|Romance
2270,Century of Cinema A ,Documentary
2271,Permanent Midnight ,Drama
2272,One True Thing ,Drama
2273,Rush Hour ,Action|Comedy|Crime|Thriller
2274,Lilians Story ,Drama
2275,SixString Samurai ,Action|Adventure|Sci-Fi
2276,Soldiers Daughter Never Cries A ,Drama
2277,Somewhere in the City ,Comedy|Drama
2278,Ronin ,Action|Crime|Thriller
2279,Urban Legend ,Horror|Thriller
2280,Clay Pigeons ,Crime
2281,Monument Ave ,Action|Crime|Drama
2282,Pecker ,Comedy|Drama
2283,Sheltering Sky The ,Drama
2284,Bandit Queen ,Drama
2285,If ,Drama
2286,Fiendish Plot of Dr Fu Manchu The ,Comedy
2287,Them ,Horror|Sci-Fi|Thriller
2288,Thing The ,Action|Horror|Sci-Fi|Thriller
2289,Player The ,Comedy|Crime|Drama
2290,Stardust Memories ,Comedy|Drama
2291,Edward Scissorhands ,Drama|Fantasy|Romance
2292,Overnight Delivery ,Comedy|Romance
2293,Shadrach ,Drama
2294,Antz ,Adventure|Animation|Children|Comedy|Fantasy
2295,Impostors The ,Comedy
2296,Night at the Roxbury A ,Comedy
2297,What Dreams May Come ,Adventure|Drama|Fantasy|Romance
2298,Strangeland ,Thriller
2299,Battle of the Sexes The ,Comedy
2300,Producers The ,Comedy
2301,History of the World Part I ,Comedy|Musical
2302,My Cousin Vinny ,Comedy
2303,Nashville ,Drama|Musical
2304,Love Is the Devil ,Drama
2305,Slam ,Drama
2306,Holy Man ,Comedy
2307,One Tough Cop ,Action|Crime
2308,Detroit  ,Action|Crime
2309,Inheritors The Siebtelbauern Die ,Drama|Mystery
2310,Mighty The ,Drama
2311, The Year We Make Contact ,Sci-Fi
2312,Children of a Lesser God ,Drama
2313,Elephant Man The ,Drama
2314,Beloved ,Drama
2315,Bride of Chucky Childs Play  ,Comedy|Horror|Thriller
2316,Practical Magic ,Drama|Fantasy|Mystery|Romance
2317,Alarmist The aka Life During Wartime ,Comedy
2318,Happiness ,Comedy|Drama
2319,Reach the Rock ,Comedy|Drama
2320,Apt Pupil ,Drama|Thriller
2321,Pleasantville ,Comedy|Drama|Fantasy
2322,Soldier ,Action|Sci-Fi|War
2323,Cruise The ,Documentary
2324,Life Is Beautiful La Vita  bella ,Comedy|Drama|Romance|War
2325,Orgazmo ,Comedy
2326,Shattered Image ,Drama|Thriller
2327,Tales from the Darkside The Movie ,Fantasy|Horror|Thriller
2328,Vampires ,Horror|Western
2329,American History X ,Crime|Drama
2330,Hands on a Hard Body ,Comedy|Documentary
2331,Living Out Loud ,Comedy|Drama|Romance
2332,Belly ,Crime|Drama
2333,Gods and Monsters ,Drama
2334,Siege The ,Action|Thriller
2335,Waterboy The ,Comedy
2336,Elizabeth ,Drama
2337,Velvet Goldmine ,Drama
2338,I Still Know What You Did Last Summer ,Horror|Mystery|Thriller
2339,Ill Be Home For Christmas ,Comedy|Romance
2340,Meet Joe Black ,Romance
2341,Dancing at Lughnasa ,Drama
2342,Hard Core Logo ,Comedy|Drama
2343,Naked Man The ,Drama
2344,Runaway Train ,Action|Adventure|Drama|Thriller
2345,Desert Bloom ,Drama
2346,Stepford Wives The ,Mystery|Sci-Fi|Thriller
2347,Pope of Greenwich Village The ,Drama
2348,Sid and Nancy ,Drama
2349,Mona Lisa ,Comedy|Thriller
2350,Heart Condition ,Comedy
2351,Nights of Cabiria Notti di Cabiria Le ,Drama
2352,Big Chill The ,Comedy|Drama
2353,Enemy of the State ,Action|Thriller
2354,Rugrats Movie The ,Animation|Children|Comedy
2355,Bugs Life A ,Adventure|Animation|Children|Comedy
2356,Celebrity ,Comedy
2357,Central Station Central do Brasil ,Drama
2358,Savior ,Drama|War
2359,Waking Ned Devine aka Waking Ned ,Comedy
2360,Celebration The Festen ,Drama
2361,Pink Flamingos ,Comedy
2362,Glen or Glenda ,Drama
2363,Godzilla Gojira ,Drama|Horror|Sci-Fi
2364,Godzilla  The Legend Is Reborn Gojira Godzilla Return of Godzilla The ,Action|Horror|Sci-Fi|Thriller
2365,King Kong vs Godzilla Kingukongu tai Gojira ,Action|Sci-Fi
2366,King Kong ,Action|Adventure|Fantasy|Horror
2367,King Kong ,Adventure|Fantasy|Romance|Sci-Fi|Thriller
2368,King Kong Lives ,Adventure|Sci-Fi
2369,Desperately Seeking Susan ,Comedy|Drama|Romance
2370,Emerald Forest The ,Action|Adventure|Drama
2371,Fletch ,Comedy|Crime|Mystery
2372,Fletch Lives ,Comedy
2373,Red Sonja ,Action|Adventure|Fantasy
2374,Gung Ho ,Comedy|Drama
2375,Money Pit The ,Comedy
2376,View to a Kill A ,Action|Adventure|Thriller
2377,Lifeforce ,Horror|Sci-Fi
2378,Police Academy ,Comedy|Crime
2379,Police Academy  Their First Assignment ,Comedy|Crime
2380,Police Academy  Back in Training ,Comedy|Crime
2381,Police Academy  Citizens on Patrol ,Comedy|Crime
2382,Police Academy  Assignment Miami Beach ,Comedy|Crime
2383,Police Academy  City Under Siege ,Comedy|Crime
2384,Babe Pig in the City ,Adventure|Children|Drama
2385,Home Fries ,Comedy|Romance
2386,Jerry Springer Ringmaster ,Comedy|Drama
2387,Very Bad Things ,Comedy|Crime
2388,Steam The Turkish Bath Hamam ,Drama|Romance
2389,Psycho ,Crime|Horror|Thriller
2390,Little Voice ,Comedy
2391,Simple Plan A ,Crime|Drama|Thriller
2392,Jack Frost ,Children|Comedy|Drama
2393,Star Trek Insurrection ,Action|Drama|Romance|Sci-Fi
2394,Prince of Egypt The ,Animation|Musical
2395,Rushmore ,Comedy|Drama
2396,Shakespeare in Love ,Comedy|Drama|Romance
2397,Mass Appeal ,Drama
2398,Miracle on th Street ,Comedy|Drama
2399,Santa Claus The Movie ,Adventure|Children|Fantasy
2400,Prancer ,Children|Drama|Fantasy
2401,Pale Rider ,Western
2402,Rambo First Blood Part II ,Action|Adventure|Thriller
2403,First Blood Rambo First Blood ,Action|Adventure|Drama|Thriller
2404,Rambo III ,Action|Adventure|Thriller|War
2405,Jewel of the Nile The ,Action|Adventure|Comedy|Romance
2406,Romancing the Stone ,Action|Adventure|Comedy|Romance
2407,Cocoon ,Comedy|Sci-Fi
2408,Cocoon The Return ,Comedy|Sci-Fi
2409,Rocky II ,Action|Drama
2410,Rocky III ,Action|Drama
2411,Rocky IV ,Action|Drama
2412,Rocky V ,Action|Drama
2413,Clue ,Comedy|Crime|Mystery|Thriller
2414,Young Sherlock Holmes ,Action|Adventure|Children|Fantasy|Mystery|Thriller
2415,Violets Are Blue ,Drama|Romance
2416,Back to School ,Comedy
2417,Heartburn ,Comedy|Drama
2418,Nothing in Common ,Comedy
2419,Extremities ,Drama|Thriller
2420,Karate Kid The ,Drama
2421,Karate Kid Part II The ,Action|Adventure|Drama
2422,Karate Kid Part III The ,Action|Adventure|Children|Drama
2423,Christmas Vacation National Lampoons Christmas Vacation ,Comedy
2424,Youve Got Mail ,Comedy|Romance
2425,General The ,Crime
2426,Theory of Flight The ,Comedy|Drama|Romance
2427,Thin Red Line The ,Action|Drama|War
2428,Faculty The ,Horror|Sci-Fi
2429,Mighty Joe Young ,Action|Adventure|Drama|Fantasy|Thriller
2430,Mighty Joe Young ,Adventure|Children|Drama
2431,Patch Adams ,Comedy|Drama
2432,Stepmom ,Drama
2433,Civil Action A ,Drama
2434,Down in the Delta ,Drama
2435,Hurlyburly ,Drama
2436,Tea with Mussolini ,Comedy|Drama|War
2437,Wilde ,Drama
2438,Outside Ozona ,Comedy|Drama|Thriller
2439,Affliction ,Drama
2440,Another Day in Paradise ,Drama
2441,HiLo Country The ,Drama|Romance|Western
2442,Hilary and Jackie ,Drama
2443,Playing by Heart ,Drama|Romance
2444,  Twenty Four Seven ,Comedy|Drama
2445,At First Sight ,Drama
2446,In Dreams ,Horror|Thriller
2447,Varsity Blues ,Comedy|Drama
2448,Virus ,Horror|Sci-Fi
2449,Garbage Pail Kids Movie The ,Adventure|Children|Comedy
2450,Howard the Duck ,Adventure|Comedy|Sci-Fi
2451,Gate The ,Horror
2452,Gate II Trespassers The ,Horror
2453,Boy Who Could Fly The ,Drama|Fantasy
2454,Fly The ,Horror|Mystery|Sci-Fi
2455,Fly The ,Drama|Horror|Sci-Fi|Thriller
2456,Fly II The ,Horror|Sci-Fi
2457,Running Scared ,Action|Comedy
2458,Armed and Dangerous ,Comedy|Crime
2459,Texas Chainsaw Massacre The ,Horror
2460,Texas Chainsaw Massacre  The ,Horror
2461,Leatherface Texas Chainsaw Massacre III ,Comedy|Horror|Thriller
2462,Texas Chainsaw Massacre The Next Generation aka The Return of the Texas Chainsaw Massacre ,Horror
2463,Ruthless People ,Comedy
2464,Trick or Treat ,Horror
2465,Deadly Friend ,Horror
2466,Belizaire the Cajun ,Drama
2467,Name of the Rose The Name der Rose Der ,Crime|Drama|Mystery|Thriller
2468,Jumpin Jack Flash ,Action|Comedy|Romance|Thriller
2469,Peggy Sue Got Married ,Comedy|Drama
2470,Crocodile Dundee ,Adventure|Comedy
2471,Crocodile Dundee II ,Action|Adventure|Comedy
2472,Tough Guys ,Comedy
2473,Soul Man ,Comedy
2474,Color of Money The ,Drama
2475, PickUp ,Action|Mystery|Thriller
2476,Heartbreak Ridge ,Action|War
2477,Firewalker ,Adventure
2478,Three Amigos ,Comedy|Western
2479,Gloria ,Drama|Thriller
2480,Dry Cleaning Nettoyage  sec ,Drama
2481,My Name Is Joe ,Drama|Romance
2482,Still Crazy ,Comedy|Romance
2483,Day of the Beast The Da de la Bestia El ,Adventure|Comedy|Thriller
2484,Tinseltown ,Comedy|Crime|Drama
2485,Shes All That ,Comedy|Romance
2486, Hour Woman The ,Comedy|Drama
2487,Blood Guts Bullets and Octane ,Action|Comedy
2488,Peeping Tom ,Drama|Horror|Thriller
2489,Spanish Fly ,Drama
2490,Payback ,Action|Thriller
2491,Simply Irresistible ,Comedy|Romance
2492, Dates ,Comedy|Romance
2493,Harmonists The ,Drama
2494,Last Days The ,Documentary
2495,Fantastic Planet The Plante sauvage La ,Animation|Sci-Fi
2496,Blast from the Past ,Comedy|Romance
2497,Message in a Bottle ,Romance
2498,My Favorite Martian ,Comedy|Sci-Fi
2499,God Said Ha ,Comedy
2500,Jawbreaker ,Comedy
2501,October Sky ,Drama
2502,Office Space ,Comedy|Crime
2503,Apple The Sib ,Drama
2504, Cigarettes ,Comedy|Drama
2505,MM ,Drama|Mystery|Thriller
2506,Other Sister The ,Comedy|Drama|Romance
2507,Breakfast of Champions ,Comedy|Sci-Fi
2508,Breaks The ,Comedy
2509,Eight Days a Week ,Comedy
2510,Just the Ticket ,Comedy|Romance
2511,Long Goodbye The ,Crime|Film-Noir
2512,Ballad of Narayama The Narayama bushiko ,Drama
2513,Pet Sematary ,Horror
2514,Pet Sematary II ,Comedy|Horror
2515,Children of the Corn II The Final Sacrifice ,Horror
2516,Children of the Corn III ,Horror
2517,Christine ,Horror
2518,Night Shift ,Comedy
2519,House on Haunted Hill ,Drama|Horror|Thriller
2520,Airport ,Drama
2521,Airport  ,Action|Drama|Thriller
2522,Airport  ,Drama
2523,Rollercoaster ,Drama|Thriller
2524,Towering Inferno The ,Action|Adventure|Drama|Thriller
2525,Alligator ,Action|Horror|Sci-Fi
2526,Meteor ,Sci-Fi
2527,Westworld ,Action|Sci-Fi|Thriller|Western
2528,Logans Run ,Action|Adventure|Sci-Fi
2529,Planet of the Apes ,Action|Drama|Sci-Fi
2530,Beneath the Planet of the Apes ,Action|Sci-Fi
2531,Battle for the Planet of the Apes ,Action|Sci-Fi
2532,Conquest of the Planet of the Apes ,Action|Sci-Fi
2533,Escape from the Planet of the Apes ,Action|Sci-Fi
2534,Avalanche ,Action
2535,Earthquake ,Action|Drama|Thriller
2536,Concorde Airport  The ,Drama
2537,Beyond the Poseidon Adventure ,Adventure
2538,Dancemaker ,Documentary
2539,Analyze This ,Comedy
2540,Corruptor The ,Action|Crime|Drama|Thriller
2541,Cruel Intentions ,Drama
2542,Lock Stock  Two Smoking Barrels ,Comedy|Crime|Thriller
2543,Six Ways to Sunday ,Comedy
2544,School of Flesh The cole de la chair L ,Drama|Romance
2545,Relax Its Just Sex ,Comedy
2546,Deep End of the Ocean The ,Drama
2547,Harvest ,Drama
2548,Rage Carrie  The ,Horror
2549,Wing Commander ,Action|Sci-Fi
2550,Haunting The ,Horror|Thriller
2551,Dead Ringers ,Drama|Horror|Thriller
2552,My Boyfriends Back ,Comedy
2553,Village of the Damned ,Horror|Sci-Fi|Thriller
2554,Children of the Damned ,Horror|Sci-Fi|Thriller
2555,Baby Geniuses ,Comedy
2556,Telling You ,Comedy|Drama|Romance
2557,I Stand Alone Seul contre tous ,Drama|Thriller
2558,Forces of Nature ,Comedy|Romance
2559,King and I The ,Animation|Children
2560,Ravenous ,Horror|Thriller
2561,True Crime ,Crime|Thriller
2562,Bandits ,Drama
2563,Dangerous Beauty ,Drama
2564,Empty Mirror The ,Drama
2565,King and I The ,Drama|Musical|Romance
2566,Dougs st Movie ,Animation|Children
2567,EDtv ,Comedy
2568,Mod Squad The ,Action|Crime
2569,Among Giants ,Comedy|Drama|Romance
2570,Walk on the Moon A ,Drama|Romance
2571,Matrix The ,Action|Sci-Fi|Thriller
2572, Things I Hate About You ,Comedy|Romance
2573,Tango ,Drama|Musical
2574,OutofTowners The ,Comedy
2575,Dreamlife of Angels The Vie rve des anges La ,Drama
2576,Love etc ,Drama
2577,Metroland ,Comedy|Drama
2578,Sticky Fingers of Time The ,Sci-Fi
2579,Following ,Crime|Mystery|Thriller
2580,Go ,Comedy|Crime
2581,Never Been Kissed ,Comedy|Romance
2582,Twin Dragons Shuang long hui ,Action|Comedy
2583,Cookies Fortune ,Comedy|Drama
2584,Foolish ,Comedy
2585,Lovers of the Arctic Circle The Los Amantes del Crculo Polar ,Drama|Romance
2586,Goodbye Lover ,Comedy|Crime|Thriller
2587,Life ,Comedy|Crime|Drama
2588,Cloudland ,Animation
2589,Friends  Lovers ,Comedy|Drama|Romance
2590,Hideous Kinky ,Drama
2591,Jeanne and the Perfect Guy Jeanne et le garon formidable ,Comedy|Drama|Romance
2592,Joyriders The ,Drama
2593,Monster The Mostro Il ,Comedy
2594,Open Your Eyes Abre los ojos ,Drama|Romance|Sci-Fi|Thriller
2595,Photographer Fotoamator ,Documentary
2596,SLC Punk ,Comedy|Drama
2597,Lost  Found ,Comedy|Romance
2598,Pushing Tin ,Comedy
2599,Election ,Comedy
2600,eXistenZ ,Action|Sci-Fi|Thriller
2601,Little Bit of Soul A ,Comedy
2602,Mighty Peking Man aka Goliathon Xing xing wang ,Action|Adventure|Horror|Sci-Fi
2603,N ,Drama
2604,Let it Come Down The Life of Paul Bowles ,Documentary
2605,Entrapment ,Crime|Thriller
2606,Idle Hands ,Comedy|Horror
2607,Get Real ,Drama|Romance
2608,Heaven ,Thriller
2609,King of Masks The Bian Lian ,Drama
2610,Three Seasons ,Drama
2611,Winslow Boy The ,Drama
2612,Mildred Pierce ,Drama|Film-Noir
2613,Night of the Comet ,Comedy|Horror|Sci-Fi
2614,Chopping Mall aka Killbots ,Action|Horror|Sci-Fi
2615,My Science Project ,Adventure|Sci-Fi
2616,Dick Tracy ,Action|Crime
2617,Mummy The ,Action|Adventure|Comedy|Fantasy|Horror|Thriller
2618,Castle The ,Comedy
2619,Mascara ,Drama
2620,This Is My Father ,Drama|Romance
2621,Xiu Xiu The SentDown Girl Tian yu ,Drama
2622,William Shakespeares A Midsummer Nights Dream ,Comedy|Fantasy
2623,Trippin ,Comedy
2624,After Life Wandafuru raifu ,Drama|Fantasy
2625,Black Mask Hak hap ,Action|Adventure|Crime|Sci-Fi|Thriller
2626,Edge of Seventeen ,Comedy|Drama|Romance
2627,Endurance ,Documentary|Drama
2628,Star Wars Episode I  The Phantom Menace ,Action|Adventure|Sci-Fi
2629,Love Letter The ,Comedy|Romance
2630,Besieged aka L Assedio ,Drama
2631,Frogs for Snakes ,Comedy|Film-Noir|Thriller
2632,Saragossa Manuscript The Rekopis znaleziony w Saragossie ,Adventure|Drama|Mystery
2633,Mummy The ,Horror|Romance
2634,Mummy The ,Horror
2635,Mummys Curse The ,Horror
2636,Mummys Ghost The ,Horror
2637,Mummys Hand The ,Horror
2638,Mummys Tomb The ,Horror
2639,Mommie Dearest ,Drama
2640,Superman ,Action|Adventure|Sci-Fi
2641,Superman II ,Action|Sci-Fi
2642,Superman III ,Action|Adventure|Sci-Fi
2643,Superman IV The Quest for Peace ,Action|Adventure|Sci-Fi
2644,Dracula ,Horror
2646,House of Dracula ,Horror
2647,House of Frankenstein ,Horror
2648,Frankenstein ,Drama|Horror|Sci-Fi
2649,Son of Frankenstein ,Horror
2650,Ghost of Frankenstein The ,Horror
2651,Frankenstein Meets the Wolf Man ,Horror
2652,Curse of Frankenstein The ,Horror
2653,Son of Dracula ,Horror
2654,Wolf Man The ,Drama|Fantasy|Horror
2655,Howling II Your Sister Is a Werewolf ,Horror
2656,Tarantula ,Horror|Sci-Fi
2657,Rocky Horror Picture Show The ,Comedy|Horror|Musical|Sci-Fi
2658,Flying Saucer The ,Sci-Fi
2659,It Came from Hollywood ,Comedy|Documentary
2660,Thing from Another World The ,Horror|Sci-Fi
2661,It Came from Outer Space ,Sci-Fi
2662,War of the Worlds The ,Action|Drama|Sci-Fi
2663,It Came from Beneath the Sea ,Sci-Fi
2664,Invasion of the Body Snatchers ,Horror|Sci-Fi|Thriller
2665,Earth vs the Flying Saucers ,Sci-Fi
2666,It Conquered the World ,Sci-Fi
2667,Mole People The ,Horror|Sci-Fi
2668,Swamp Thing ,Horror|Sci-Fi
2669,Pork Chop Hill ,War
2670,Run Silent Run Deep ,War
2671,Notting Hill ,Comedy|Romance
2672,Thirteenth Floor The ,Drama|Sci-Fi|Thriller
2673,Eternity and a Day Mia aoniotita kai mia mera ,Drama
2674,Loss of Sexual Innocence The ,Drama|Fantasy
2675,Twice Upon a Yesterday aka Man with Rain in His Shoes The ,Comedy|Drama|Romance
2676,Instinct ,Drama|Thriller
2677,Buena Vista Social Club ,Documentary|Musical
2678,Desert Blue ,Drama
2679,Finding North ,Comedy|Drama|Romance
2680,Floating ,Drama
2681,Free Enterprise ,Comedy|Romance|Sci-Fi
2682,Limbo ,Drama
2683,Austin Powers The Spy Who Shagged Me ,Action|Adventure|Comedy
2684,Promise Her Anything ,Comedy|Drama
2685,Red Dwarf The Nain rouge Le ,Comedy|Drama
2686,Red Violin The Violon rouge Le ,Drama|Mystery
2687,Tarzan ,Adventure|Animation|Children|Drama
2688,Generals Daughter The ,Crime|Drama|Mystery|Thriller
2689,Get Bruce ,Documentary
2690,Ideal Husband An ,Comedy|Romance
2691,Legend of  The aka The Legend of the Pianist on the Ocean Leggenda del pianista sulloceano ,Drama
2692,Run Lola Run Lola rennt ,Action|Crime
2693,Trekkies ,Documentary
2694,Big Daddy ,Comedy
2695,Boys The ,Drama
2696,Dinner Game The Dner de cons Le ,Comedy
2697,My Son the Fanatic ,Comedy|Drama|Romance
2698,Zone  ,Sci-Fi
2699,Arachnophobia ,Comedy|Horror
2700,South Park Bigger Longer and Uncut ,Animation|Comedy|Musical
2701,Wild Wild West ,Action|Comedy|Sci-Fi|Western
2702,Summer of Sam ,Drama
2703,Broken Vessels ,Drama
2704,Lovers on the Bridge The Amants du PontNeuf Les ,Drama|Romance
2705,Late August Early September Fin aot dbut septembre ,Drama
2706,American Pie ,Comedy|Romance
2707,Arlington Road ,Thriller
2708,Autumn Tale An Conte dautomne ,Romance
2709,Muppets From Space ,Children|Comedy
2710,Blair Witch Project The ,Drama|Horror|Thriller
2711,My Life So Far ,Drama
2712,Eyes Wide Shut ,Drama|Mystery|Thriller
2713,Lake Placid ,Horror|Thriller
2714,Wood The ,Drama
2715,Velocity of Gary The ,Comedy|Romance
2716,Ghostbusters aka Ghost Busters ,Action|Comedy|Sci-Fi
2717,Ghostbusters II ,Comedy|Fantasy|Sci-Fi
2718,Drop Dead Gorgeous ,Comedy
2719,Haunting The ,Horror|Thriller
2720,Inspector Gadget ,Action|Adventure|Children|Comedy
2721,Trick ,Comedy|Romance
2722,Deep Blue Sea ,Action|Horror|Sci-Fi|Thriller
2723,Mystery Men ,Action|Comedy|Fantasy
2724,Runaway Bride ,Comedy|Romance
2725,Twin Falls Idaho ,Drama
2726,Killing The ,Crime|Film-Noir
2727,Killers Kiss ,Crime|Film-Noir
2728,Spartacus ,Action|Drama|Romance|War
2729,Lolita ,Drama|Romance
2730,Barry Lyndon ,Drama|Romance|War
2731, Blows The Les quatre cents coups ,Crime|Drama
2732,Jules and Jim Jules et Jim ,Drama|Romance
2733,Vibes ,Adventure|Comedy|Romance
2734,Mosquito Coast The ,Adventure|Drama|Thriller
2735,Golden Child The ,Action|Adventure|Comedy|Fantasy|Mystery
2736,Brighton Beach Memoirs ,Comedy
2737,Assassination ,Action|Drama|Thriller
2738,Crimes of the Heart ,Comedy|Drama
2739,Color Purple The ,Drama
2740,Kindred The ,Horror|Sci-Fi
2741,No Mercy ,Action|Crime|Thriller
2742,Mnage Tenue de soire ,Comedy|Drama
2743,Native Son ,Drama
2744,Otello ,Drama
2745,Mission The ,Drama
2746,Little Shop of Horrors ,Comedy|Horror|Musical
2747,Little Shop of Horrors The ,Comedy|Horror
2748,Allan Quatermain and the Lost City of Gold ,Action|Adventure|Comedy
2749,Morning After The ,Drama|Mystery
2750,Radio Days ,Comedy|Drama
2751,From the Hip ,Comedy|Drama
2752,Outrageous Fortune ,Comedy|Mystery
2753,Bedroom Window The ,Thriller
2754,Deadtime Stories ,Horror
2755,Light of Day ,Drama
2756,Wanted Dead or Alive ,Action
2757,Frances ,Drama
2758,Plenty ,Drama
2759,Dick ,Comedy
2760,Gambler The Jtkos A ,Drama
2761,Iron Giant The ,Adventure|Animation|Children|Drama|Sci-Fi
2762,Sixth Sense The ,Drama|Horror|Mystery
2763,Thomas Crown Affair The ,Action|Mystery
2764,Thomas Crown Affair The ,Crime|Drama|Romance|Thriller
2765,Acid House The ,Comedy|Drama
2766,Adventures of Sebastian Cole The ,Comedy|Drama
2767,Illuminata ,Comedy
2768,Stiff Upper Lips ,Comedy
2769,Yards The ,Crime|Drama
2770,Bowfinger ,Comedy
2771,Brokedown Palace ,Drama
2772,Detroit Rock City ,Comedy
2773,Alice and Martin Alice et Martin ,Drama
2774,Better Than Chocolate ,Comedy|Romance
2775,Head On ,Drama
2776,Marcello Mastroianni I Remember Yes I Remember Marcello Mastroianni mi ricordo s io mi ricordo ,Documentary
2777,Cobra ,Drama
2778,Never Talk to Strangers ,Crime|Drama|Romance|Thriller
2779,Heaven Can Wait ,Comedy
2780,Raven The ,Comedy|Horror
2781,Tingler The ,Horror
2782,Pit and the Pendulum ,Horror
2783,Tomb of Ligeia The ,Horror
2784,Masque of the Red Death The ,Horror
2785,Tales of Terror ,Horror
2786,Haunted Honeymoon ,Comedy
2787,Cats Eye ,Horror
2788,Monty Pythons And Now for Something Completely Different ,Comedy
2789,Damien Omen II ,Horror
2790,Final Conflict The aka Omen III The Final Conflict ,Horror|Thriller
2791,Airplane ,Comedy
2792,Airplane II The Sequel ,Comedy
2793,American Werewolf in Paris An ,Comedy|Horror|Romance|Thriller
2794,European Vacation aka National Lampoons European Vacation ,Adventure|Comedy|Romance
2795,National Lampoons Vacation ,Comedy
2796,Funny Farm ,Comedy
2797,Big ,Comedy|Drama|Fantasy|Romance
2798,Problem Child ,Children|Comedy
2799,Problem Child  ,Comedy
2800,Little Nemo Adventures in Slumberland ,Adventure|Animation|Children|Drama|Fantasy
2801,Oscar and Lucinda aka Oscar  Lucinda ,Drama|Romance
2802,Tequila Sunrise ,Action|Drama|Romance|Thriller
2803,Pelican Brief The ,Crime|Drama|Mystery|Romance|Thriller
2804,Christmas Story A ,Children|Comedy
2805,Mickey Blue Eyes ,Comedy|Romance
2806,Teaching Mrs Tingle ,Comedy|Thriller
2807,Universal Soldier The Return ,Action|Sci-Fi
2808,Universal Soldier ,Action|Sci-Fi
2809,Love Stinks ,Comedy
2810,Perfect Blue ,Animation|Horror|Mystery|Thriller
2811,With Friends Like These ,Comedy
2812,In Too Deep ,Action|Thriller
2813,Source The ,Documentary
2814,Bat The ,Horror
2815,Iron Eagle ,Action|War
2816,Iron Eagle II ,Action|War
2817,Aces Iron Eagle III ,Action
2818,Iron Eagle IV ,Action|War
2819,Three Days of the Condor  Days of the Condor ,Drama|Mystery|Romance|Thriller
2820,Hamlet ,Drama
2821,Male and Female ,Adventure|Drama
2822,Medicine Man ,Adventure|Romance
2823,Spiders Part  The Golden Lake The Die Spinnen  Teil Der Goldene See ,Action|Adventure|Drama
2824,On the Ropes ,Documentary|Drama
2825,Rosie ,Drama
2826,th Warrior The ,Action|Adventure|Fantasy
2827,Astronauts Wife The ,Horror|Sci-Fi|Thriller
2828,Dudley DoRight ,Children|Comedy
2829,Muse The ,Comedy
2830,Cabaret Balkan Bure Baruta ,Drama
2831,A Dog of Flanders ,Children|Drama
